"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Ohio","722511","Full-service restaurants","Individual proprietorships","All establishments","2017","1,218","326,901","77,249","25,177"
"Ohio","722511","Full-service restaurants","Partnerships","All establishments","2017","1,799","771,960","179,645","44,363"
"Ohio","722511","Full-service restaurants","Non-profit","All establishments","2017","6","2,254","542","165"
"Ohio","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2017","1,515","104,861","9,237","2,416"
"Ohio","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2017","266","16,419","1,970","501"
"Ohio","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2017","468","36,241","3,248","782"
"Ohio","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2017","385","13,867","1,986","641"
"Ohio","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2017","394","38,259","2,017","490"
"Ohio","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2017","1,149","127,756","29,184","7,951"
"Ohio","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2017","204","25,477","5,404","1,382"
"Ohio","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2017","480","59,967","14,052","3,375"
"Ohio","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2017","223","17,853","4,291","1,533"
"Ohio","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2017","240","24,311","5,395","1,650"
"Ohio","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2017","1,523","329,666","79,776","21,157"
"Ohio","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2017","237","58,068","13,915","3,301"
"Ohio","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2017","750","176,981","42,578","10,553"
"Ohio","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2017","218","33,865","8,334","2,947"
"Ohio","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2017","317","60,634","14,915","4,342"
"Ohio","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2017","2,065","1,072,511","261,751","66,623"
"Ohio","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2017","474","273,835","67,528","16,752"
"Ohio","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2017","836","412,447","100,358","25,334"
"Ohio","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2017","178","81,755","19,418","5,784"
"Ohio","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2017","576","303,342","74,169","18,711"
"Ohio","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2017","1,160","1,236,133","301,624","76,305"
"Ohio","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2017","425","461,468","114,393","28,166"
"Ohio","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2017","273","305,871","73,558","17,688"
"Ohio","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2017","203","164,152","39,521","13,073"
"Ohio","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2017","257","302,722","73,702","17,240"
"Ohio","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2017","169","383,754","91,803","21,403"
"Ohio","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2017","96","216,904","52,403","12,107"
"Ohio","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2017","47","108,749","26,254","6,167"
"Ohio","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2017","11","15,409","3,699","1,199"
"Ohio","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2017","15","42,692","9,447","1,930"
"Oklahoma","722511","Full-service restaurants","All establishments","All establishments","2017","2,754","908,350","218,757","57,679"
"Oklahoma","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2017","453","243,385","60,070","14,323"
"Oklahoma","722511","Full-service restaurants","S-corporations ","All establishments","2017","958","302,819","72,880","19,200"
"Oklahoma","722511","Full-service restaurants","Individual proprietorships","All establishments","2017","565","79,968","19,190","5,596"
"Oklahoma","722511","Full-service restaurants","Partnerships","All establishments","2017","777","282,170","66,609","18,554"
"Oklahoma","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2017","752","36,172","4,109","1,145"
"Oklahoma","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2017","88","4,587","570","135"
"Oklahoma","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2017","179","8,597","1,317","300"
"Oklahoma","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2017","290","8,965","1,563","498"
"Oklahoma","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2017","195","14,023","659","212"
"Oklahoma","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2017","419","40,955","9,617","2,872"
"Oklahoma","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2017","45","4,962","1,231","299"
"Oklahoma","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2017","141","14,713","3,670","1,014"
"Oklahoma","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2017","130","10,579","2,627","861"
"Oklahoma","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2017","102","10,693","2,081","692"
"Oklahoma","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2017","599","121,164","30,252","8,411"
"Oklahoma","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2017","95","20,757","5,323","1,408"
"Oklahoma","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2017","279","60,441","14,895","3,917"
"Oklahoma","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2017","74","12,341","3,147","990"
"Oklahoma","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2017","151","27,625","6,887","2,096"
"Oklahoma","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2017","649","303,872","74,559","20,143"
"Oklahoma","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2017","117","63,477","15,863","3,971"
